id,first_name,last_name,player_slug,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,team_id,team_name,team_abbreviation,team_city,playercode,from_year,to_year,draft_year,draft_round,draft_number,pts,ast,reb,all_star_appearances,pie
76102,Don,Barksdale,don-barksdale,USA,UCLA/USA,78.0,200.0,3,17,Forward,Inactive,1610612738,Celtics,BOS,Boston,HISTADD_don_barksdale,1951,1954,Undrafted,Undrafted,Undrafted,11.0,2.1,8.0,1.0,
203084,Harrison,Barnes,harrison-barnes,USA,North Carolina/USA,80.0,225.0,8,40,Forward,Active,1610612758,Kings,SAC,Sacramento,harrison_barnes,2012,2020,2012,1,7,16.3,3.7,6.5,,0.111
2440,Matt,Barnes,matt-barnes,USA,UCLA/USA,79.0,226.0,14,22,Forward,Inactive,1610612744,Warriors,GSW,Golden State,matt_barnes,2002,2016,2002,2,45,8.2,1.8,4.6,0.0,
76111,John,Barr,john-barr,USA,Penn State/USA,75.0,205.0,0,,Forward,Inactive,1610610034,Bombers,BOM,St. Louis,HISTADD_john_barr,1946,1946,Undrafted,Undrafted,Undrafted,5.1,0.9,,0.0,
76113,Thomas,Barr,thomas-barr,USA,Duquesne/USA,76.0,195.0,0,19,Guard,Inactive,1610612758,Royals,CIN,Cincinnati,HISTADD_moe_barr,1970,1970,Undrafted,Undrafted,Undrafted,2.0,0.9,0.6,0.0,
2857,Andre,Barrett,andre-barrett,USA,Seton Hall/USA,70.0,173.0,4,,Guard,Inactive,0,,,,andre_barrett,2004,2007,Undrafted,Undrafted,Undrafted,3.3,2.0,1.1,0.0,
1629628,RJ,Barrett,rj-barrett,Canada,Duke/Canada,78.0,214.0,1,9,Forward-Guard,Active,1610612752,Knicks,NYK,New York,rj_barrett,2019,2020,2019,1,3,17.3,3.0,6.1,,0.101
2853,Earl,Barron,earl-barron,USA,Memphis/USA,84.0,250.0,8,30,Forward-Center,Inactive,1610612748,Heat,MIA,Miami,earl_barron,2005,2014,Undrafted,Undrafted,Undrafted,4.6,0.5,3.5,0.0,
699,Brent,Barry,brent-barry,USA,Oregon State/USA,79.0,210.0,14,17,Guard,Inactive,1610612760,SuperSonics,SEA,Seattle,brent_barry,1995,2008,1995,1,15,9.3,3.2,3.0,0.0,
1003,Drew,Barry,drew-barry,USA,Georgia Tech/USA,77.0,191.0,2,10,Guard,Inactive,1610612737,Hawks,ATL,Atlanta,drew_barry,1997,1999,1996,2,57,2.2,1.9,1.1,0.0,
76117,Ed,Bartels,ed-bartels,USA,North Carolina State/USA,78.0,195.0,1,,Forward,Inactive,1610610036,Capitols,WAS,Washington,HISTADD_ed_bartels,1949,1950,Undrafted,Undrafted,Undrafted,4.2,1.0,4.9,0.0,
203115,Will,Barton,will-barton,USA,Memphis/USA,78.0,181.0,8,5,Guard,Active,1610612743,Nuggets,DEN,Denver,will_barton,2012,2020,2012,2,40,13.0,3.2,4.1,,0.081
101188,Eddie,Basden,eddie-basden,USA,North Carolina-Charlotte/USA,77.0,215.0,1,13,Guard,Inactive,1610612741,Bulls,CHI,Chicago,eddie_basden,2005,2005,Undrafted,Undrafted,Undrafted,2.1,0.4,1.5,0.0,
76119,Jerry,Baskerville,jerry-baskerville,USA,Temple/USA,79.0,190.0,0,44,Forward,Inactive,1610612755,76ers,PHI,Philadelphia,HISTADD_jerry_baskerville,1975,1975,Undrafted,Undrafted,Undrafted,1.2,0.1,1.3,0.0,
101138,Brandon,Bass,brandon-bass,USA,Louisiana State/USA,80.0,250.0,12,30,Forward,Inactive,1610612738,Celtics,BOS,Boston,brandon_bass,2005,2016,2005,2,33,8.7,0.8,4.5,0.0,
1766,Maceo,Baston,maceo-baston,USA,Michigan/USA,82.0,230.0,4,9,Forward,Inactive,1610612754,Pacers,IND,Indiana,maceo_baston,2002,2008,1998,2,58,2.7,0.2,1.7,0.0,
2370,Mengke,Bateer,mengke-bateer,China,Beijing/China,83.0,290.0,3,,Center,Inactive,0,,,,mengke_bateer,2001,2003,Undrafted,Undrafted,Undrafted,3.4,0.6,2.5,0.0,
1628966,Keita,Bates-Diop,keita-bates-diop,USA,Ohio State/USA,80.0,229.0,2,31,Forward,Active,1610612759,Spurs,SAS,San Antonio,keita_bates-diop,2018,2020,2018,2,48,2.1,0.4,1.3,,0.077
101212,Esteban,Batista,esteban-batista,Uruguay,Trouville/Uruguay,82.0,268.0,2,11,Forward-Center,Inactive,1610612737,Hawks,ATL,Atlanta,esteban_batista,2005,2006,Undrafted,Undrafted,Undrafted,1.7,0.2,2.5,0.0,
2471,Mike,Batiste,mike-batiste,USA,Arizona State/USA,,,1,,,Inactive,0,,,,mike_batiste,2002,2007,Undrafted,Undrafted,Undrafted,6.4,0.7,3.4,0.0,
1499,Tony,Battie,tony-battie,USA,Texas Tech/USA,83.0,240.0,14,4,Center,Inactive,1610612738,Celtics,BOS,Boston,tony_battie,1997,2011,1997,1,5,6.1,0.6,5.1,0.0,
2203,Shane,Battier,shane-battier,USA,Duke/USA,80.0,220.0,12,31,Forward,Inactive,1610612763,Grizzlies,MEM,Memphis,shane_battier,2001,2013,2001,1,6,8.6,1.8,4.2,0.0,
201587,Nicolas,Batum,nicolas-batum,France,Le Mans/France,80.0,230.0,12,33,Guard-Forward,Active,1610612746,Clippers,LAC,LA,nicolas_batum,2008,2020,2008,1,25,8.6,2.3,4.7,,0.086
76126,Frankie,Baumholtz,frankie-baumholtz,USA,Ohio/USA,70.0,170.0,0,,Guard,Inactive,1610610026,Rebels,CLR,Cleveland,HISTADD_frankie_baumholtz,1946,1946,Undrafted,Undrafted,Undrafted,14.0,1.2,,0.0,
2437,Lonny,Baxter,lonny-baxter,USA,Maryland/USA,80.0,260.0,3,35,Forward,Inactive,1610612741,Bulls,CHI,Chicago,lonny_baxter,2002,2005,2002,2,43,3.9,0.2,2.9,0.0,
201573,Jerryd,Bayless,jerryd-bayless,USA,Arizona/USA,75.0,200.0,11,8,Guard,Inactive,1610612750,Timberwolves,MIN,Minnesota,jerryd_bayless,2008,2018,2008,1,11,8.4,2.9,2.1,0.0,
203382,Aron,Baynes,aron-baynes,Australia,Washington State/Australia,82.0,260.0,8,46,Center-Forward,Active,1610612761,Raptors,TOR,Toronto,aron_baynes,2012,2020,Undrafted,Undrafted,Undrafted,6.1,0.9,5.5,,0.067
76128,Sergei,Bazarevich,sergei-bazarevich,Russia,Tofas S.K./Russia,74.0,168.0,0,5,Guard,Inactive,1610612737,Hawks,ATL,Atlanta,HISTADD_sergei_bazarevich,1994,1994,Undrafted,Undrafted,Undrafted,3.0,1.4,0.7,0.0,
203145,Kent,Bazemore,kent-bazemore,USA,Old Dominion/USA,76.0,195.0,8,26,Guard-Forward,Active,1610612744,Warriors,GSW,Golden State,kent_bazemore,2012,2020,Undrafted,Undrafted,Undrafted,6.1,1.6,2.9,,0.077
1629647,Darius,Bazley,darius-bazley,USA,Princeton HS (OH)/USA,80.0,208.0,1,7,Forward-Guard,Active,1610612760,Thunder,OKC,Oklahoma City,darius_bazley,2019,2020,2019,1,23,11.9,1.5,7.5,,0.087
203078,Bradley,Beal,bradley-beal,USA,Florida/USA,75.0,207.0,8,3,Guard,Active,1610612764,Wizards,WAS,Washington,bradley_beal,2012,2020,2012,1,3,31.8,4.6,5.1,,0.154
2602,Jerome,Beasley,jerome-beasley,USA,North Dakota/USA,81.0,237.0,1,24,Forward,Inactive,1610612748,Heat,MIA,Miami,jerome_beasley,2003,2003,2003,2,33,1.0,0.0,0.5,0.0,
1627736,Malik,Beasley,malik-beasley,USA,Florida State/USA,76.0,187.0,4,5,Guard,Active,1610612750,Timberwolves,MIN,Minnesota,malik_beasley,2016,2020,2016,1,19,20.5,2.5,4.6,,0.109
201563,Michael,Beasley,michael-beasley,USA,Kansas State/USA,81.0,235.0,11,,Forward,Inactive,0,,,,michael_beasley,2008,2018,2008,1,2,12.4,1.3,4.7,0.0,
201958,Rodrigue,Beaubois,rodrigue-beaubois,France,Cholet/France,74.0,185.0,4,3,Guard,Inactive,1610612742,Mavericks,DAL,Dallas,rodrigue_beaubois,2009,2012,2009,1,25,7.1,2.1,1.9,0.0,
1133,Corey,Beck,corey-beck,USA,Arkansas/USA,75.0,200.0,2,15,Guard,Inactive,1610612766,Hornets,CHH,Charlotte,corey_beck,1995,1998,Undrafted,Undrafted,Undrafted,2.7,1.4,1.4,0.0,
76137,Moe,Becker,moe-becker,USA,Duquesne/USA,73.0,185.0,0,,Guard,Inactive,1610610028,Falcons,DEF,Detroit,HISTADD_moe_becker,1946,1946,Undrafted,Undrafted,Undrafted,3.8,0.7,,0.0,
76139,Hank,Beenders,hank-beenders,USA,Long Island-Brooklyn/USA,77.0,185.0,2,6,Center,Inactive,1610610032,Steamrollers,PRO,Providence,HISTADD_hank_beenders,1946,1948,Undrafted,Undrafted,Undrafted,8.4,0.5,,0.0,
201158,Marco,Belinelli,marco-belinelli,Italy,Fortitudo Bologna/Italy,77.0,220.0,13,18,Guard,Inactive,1610612759,Spurs,SAS,San Antonio,marco_belinelli,2007,2019,2007,1,18,9.7,1.7,2.1,0.0,
2294,Charlie,Bell,charlie-bell,USA,Michigan State/USA,75.0,200.0,7,34,Guard,Inactive,1610612749,Bucks,MIL,Milwaukee,charlie_bell,2001,2010,Undrafted,Undrafted,Undrafted,8.5,2.3,2.2,0.0,
1628395,Jordan,Bell,jordan-bell,USA,Oregon/USA,80.0,216.0,3,,Forward,Inactive,0,,,,jordan_bell,2017,2020,2017,2,38,3.3,1.7,5.3,,0.074
1952,Raja,Bell,raja-bell,U.S. Virgin Islands,Florida International/U.S. Virgin Islands,77.0,210.0,12,19,Guard,Inactive,1610612756,Suns,PHX,Phoenix,raja_bell,2000,2011,Undrafted,Undrafted,Undrafted,9.9,1.7,2.8,0.0,
2559,Troy,Bell,troy-bell,USA,Boston College/USA,73.0,180.0,1,3,Guard,Inactive,1610612763,Grizzlies,MEM,Memphis,troy_bell,2003,2003,2003,1,16,1.8,0.7,0.7,0.0,
76143,William,Bell,william-bell,USA,North Carolina State/USA,72.0,180.0,1,15,Guard,Inactive,1610612752,Knicks,NYK,New York,HISTADD_whitey_bell,1959,1960,Undrafted,Undrafted,Undrafted,5.1,1.6,2.6,0.0,
1627761,DeAndre',Bembry,deandre-bembry,USA,St. Joseph's (PA)/USA,77.0,210.0,4,95,Guard-Forward,Active,1610612761,Raptors,TOR,Toronto,deandre'_bembry,2016,2020,2016,1,21,4.6,1.9,2.3,,0.068
1627733,Dragan,Bender,dragan-bender,Croatia,Maccabi Tel Aviv/Croatia,84.0,249.0,3,,Forward,Inactive,0,,,,dragan_bender,2016,2019,2016,1,4,5.4,1.3,3.9,0.0,
1886,Jonathan,Bender,jonathan-bender,USA,Picayune HS (MS)/USA,84.0,230.0,8,9,Forward,Inactive,1610612754,Pacers,IND,Indiana,jonathan_bender,1999,2009,1999,1,5,5.5,0.6,2.2,0.0,
203968,Jerrelle,Benimon,jerrelle-benimon,USA,Towson/USA,,,0,,,Inactive,0,,,,jerrelle_benimon,2014,2014,Undrafted,Undrafted,Undrafted,0.0,0.0,1.5,0.0,
1736,Corey,Benjamin,corey-benjamin,USA,Oregon State/USA,78.0,200.0,4,,Guard,Inactive,0,,,,corey_benjamin,1998,2002,1998,1,28,5.5,0.9,1.7,0.0,
203461,Anthony,Bennett,anthony-bennett,Canada,UNLV/Canada,80.0,235.0,4,,Forward,Inactive,0,,,,anthony_bennett,2013,2016,2013,1,1,4.4,0.5,3.1,0.0,
712,Mario,Bennett,mario-bennett,USA,Arizona State/USA,81.0,235.0,4,24,Center-Forward,Inactive,1610612747,Lakers,LAL,Los Angeles,mario_bennett,1995,2002,1995,1,27,4.0,0.4,2.7,0.0,
76151,Mel,Bennett,mel-bennett,USA,Pittsburgh/USA,79.0,200.0,3,52,Forward,Inactive,1610612754,Pacers,IND,Indiana,HISTADD_mel_bennett,1976,1981,Undrafted,Undrafted,Undrafted,3.9,0.8,3.3,0.0,
128,David,Benoit,david-benoit,USA,Alabama/USA,80.0,220.0,6,21,Forward,Inactive,1610612762,Jazz,UTA,Utah,david_benoit,1991,2000,Undrafted,Undrafted,Undrafted,7.0,0.6,4.0,0.0,
202728,Keith,Benson,keith-benson,USA,Oakland/USA,83.0,230.0,1,,Forward-Center,Inactive,0,,,,keith_benson,2011,2011,2011,2,48,0.0,0.0,1.0,0.0,
1627791,Ben,Bentil,ben-bentil,Ghana,Providence/Ghana,81.0,235.0,0,,Forward,Inactive,0,,,,ben_bentil,2016,2016,2016,2,51,0.0,0.0,0.7,0.0,
1629541,Dairis,Bertans,dairis-bertans,Latvia,Olimpia Milano/Latvia,76.0,200.0,1,9,Guard,Inactive,1610612740,Pelicans,NOP,New Orleans,tmp_dairis_bertans,2018,2018,Undrafted,Undrafted,Undrafted,2.8,0.8,0.8,0.0,
202722,Davis,Bertans,davis-bertans,Latvia,Baskonia/Latvia,82.0,225.0,4,42,Forward,Active,1610612764,Wizards,WAS,Washington,davis_bertans,2016,2020,2011,2,42,10.8,0.9,2.9,,0.064
76159,Del,Beshore,del-beshore,USA,California (PA)/USA,71.0,165.0,1,1,Guard,Inactive,1610612741,Bulls,CHI,Chicago,HISTADD_del_beshore,1978,1979,Undrafted,Undrafted,Undrafted,3.5,2.0,0.9,0.0,
696,Travis,Best,travis-best,USA,Georgia Tech/USA,71.0,182.0,10,6,Guard,Inactive,1610612754,Pacers,IND,Indiana,travis_best,1995,2004,1995,1,23,7.6,3.5,1.8,0.0,
201976,Patrick,Beverley,patrick-beverley,USA,Arkansas/USA,73.0,180.0,8,21,Guard,Active,1610612746,Clippers,LAC,LA,patrick_beverley,2012,2020,2009,2,42,8.3,2.1,3.7,,0.072
204021,Sim,Bhullar,sim-bhullar,Canada,New Mexico State/Canada,89.0,360.0,0,,Center,Inactive,0,,,,sim_bhullar,2014,2014,Undrafted,Undrafted,Undrafted,0.7,0.3,0.3,0.0,
1710,Mike,Bibby,mike-bibby,USA,Arizona/USA,74.0,195.0,14,20,Guard,Inactive,1610612758,Kings,SAC,Sacramento,mike_bibby,1998,2011,1998,1,2,14.7,5.5,3.1,0.0,
2740,Andris,Biedrins,andris-biedrins,Latvia,BK Skonto/Latvia,84.0,250.0,9,,Center,Inactive,0,,,,andris_biedrins,2004,2013,2004,1,11,6.3,0.9,7.0,0.0,
1497,Chauncey,Billups,chauncey-billups,USA,Colorado/USA,75.0,210.0,16,1,Guard,Inactive,1610612765,Pistons,DET,Detroit,chauncey_billups,1997,2013,1997,1,3,15.2,5.4,2.9,5.0,
203920,Khem,Birch,khem-birch,Canada,UNLV/Canada,81.0,233.0,3,24,Center,Active,1610612753,Magic,ORL,Orlando,khem_birch,2017,2020,Undrafted,Undrafted,Undrafted,5.5,1.0,5.2,,0.084
1628444,Jabari,Bird,jabari-bird,USA,California/USA,78.0,198.0,1,26,Guard,Inactive,1610612738,Celtics,BOS,Boston,jabari_bird,2017,2017,2017,2,56,3.0,0.6,1.5,0.0,
76171,Gale,Bishop,gale-bishop,USA,Washington State/USA,75.0,195.0,0,11,Forward,Inactive,1610612744,Warriors,PHW,Philadelphia,HISTADD_gale_bishop,1948,1948,Undrafted,Undrafted,Undrafted,8.3,1.6,,0.0,
1629048,Goga,Bitadze,goga-bitadze,Georgia,Mega Basket/Georgia,83.0,250.0,1,88,Center-Forward,Active,1610612754,Pacers,IND,Indiana,goga_bitadze,2019,2020,2019,1,18,3.8,0.3,2.2,,0.071
202687,Bismack,Biyombo,bismack-biyombo,DRC,Baloncesto Fuenlabrada/DRC,80.0,255.0,9,8,Center,Active,1610612766,Hornets,CHA,Charlotte,bismack_biyombo,2011,2020,2011,1,7,5.5,1.3,5.5,,0.067
202357,Nemanja,Bjelica,nemanja-bjelica,Serbia,Fenerbahce/Serbia,82.0,234.0,5,8,Forward,Active,1610612758,Kings,SAC,Sacramento,nemanja_bjelica,2015,2020,2010,2,35,7.2,1.9,3.8,,0.089
76173,Charlie,Black,charlie-black,USA,Kansas/USA,76.0,200.0,2,21,Forward,Inactive,1610612765,Pistons,FTW,Ft. Wayne Zollner,HISTADD_hawk_black,1948,1951,Undrafted,Undrafted,Undrafted,9.2,2.3,2.4,0.0,
76174,Norman,Black,norman-black,USA,St. Joseph's (PA)/USA,77.0,185.0,0,,Guard,Inactive,1610612765,Pistons,DET,Detroit,HISTADD_norman_black,1980,1980,Undrafted,Undrafted,Undrafted,2.7,0.7,0.7,0.0,
204028,Tarik,Black,tarik-black,USA,Kansas/USA,81.0,250.0,4,28,Forward-Center,Inactive,1610612745,Rockets,HOU,Houston,tarik_black,2014,2017,Undrafted,Undrafted,Undrafted,4.9,0.5,4.7,0.0,
76180,Alex,Blackwell,alex-blackwell,USA,Monmouth/USA,78.0,250.0,0,30,Forward,Inactive,1610612747,Lakers,LAL,Los Angeles,HISTADD_alex_blackwell,1992,1992,Undrafted,Undrafted,Undrafted,1.3,0.3,0.9,0.0,
1806,James,Blackwell,james-blackwell,USA,Dartmouth/USA,72.0,190.0,0,8,Guard,Inactive,1610612738,Celtics,BOS,Boston,james_blackwell,1994,1994,Undrafted,Undrafted,Undrafted,1.4,0.8,0.8,0.0,
201971,DeJuan,Blair,dejuan-blair,USA,Pittsburgh/USA,79.0,270.0,6,,Center-Forward,Inactive,0,,,,dejuan_blair,2009,2015,2009,2,37,6.8,0.8,5.1,0.0,
2581,Steve,Blake,steve-blake,USA,Maryland/USA,75.0,172.0,13,22,Guard,Inactive,1610612757,Trail Blazers,POR,Portland,steve_blake,2003,2015,2003,2,38,6.5,4.0,2.1,0.0,
202392,Marqus,Blakely,marqus-blakely,USA,Vermont/USA,77.0,225.0,1,15,Forward,Inactive,1610612745,Rockets,HOU,Houston,marqus_blakely,2010,2010,Undrafted,Undrafted,Undrafted,,,,,
1628469,Antonio,Blakeney,antonio-blakeney,USA,Louisiana State/USA,76.0,192.0,2,9,Guard,Inactive,1610612741,Bulls,CHI,Chicago,antonio_blakeney,2017,2018,Undrafted,Undrafted,Undrafted,7.5,0.8,1.8,0.0,
200807,Will,Blalock,will-blalock,USA,Iowa State/USA,72.0,205.0,1,8,Guard,Inactive,1610612765,Pistons,DET,Detroit,will_blalock,2006,2006,2006,2,60,1.8,1.2,1.1,0.0,
101154,Andray,Blatche,andray-blatche,USA,South Kent HS (CT)/USA,83.0,260.0,8,0,Center-Forward,Inactive,1610612764,Wizards,WAS,Washington,andray_blatche,2005,2013,2005,2,49,10.1,1.4,5.4,0.0,
202339,Eric,Bledsoe,eric-bledsoe,USA,Kentucky/USA,73.0,214.0,10,5,Guard,Active,1610612740,Pelicans,NOP,New Orleans,eric_bledsoe,2010,2020,2010,1,18,11.3,3.7,3.4,,0.071
76188,Mike,Bloom,mike-bloom,USA,Temple/USA,78.0,190.0,1,11,Center,Inactive,1610610024,Bullets,BAL,Baltimore,HISTADD_mike_bloom,1947,1948,Undrafted,Undrafted,Undrafted,6.8,0.8,,0.0,
1628417,Jaron,Blossomgame,jaron-blossomgame,USA,Clemson/USA,80.0,220.0,1,4,Forward,Inactive,1610612739,Cavaliers,CLE,Cleveland,jaron_blossomgame,2018,2018,2017,2,59,4.2,0.5,3.6,0.0,
1548,Mark,Blount,mark-blount,USA,Pittsburgh/USA,84.0,250.0,9,15,Center-Forward,Inactive,1610612738,Celtics,BOS,Boston,mark_blount,2000,2008,1997,2,54,8.2,0.8,4.6,0.0,
203505,Vander,Blue,vander-blue,USA,Marquette/USA,77.0,200.0,2,,Guard,Inactive,0,,,,vander_blue,2013,2017,Undrafted,Undrafted,Undrafted,3.0,1.2,1.3,0.0,
1629129,Trevon,Bluiett,trevon-bluiett,USA,Xavier/USA,78.0,198.0,1,5,Guard-Forward,Inactive,1610612740,Pelicans,NOP,New Orleans,trevon_bluiett,2018,2018,2018,None,None,,,,,
2800,Tony,Bobbitt,tony-bobbitt,USA,Cincinnati/USA,76.0,190.0,1,,Guard,Inactive,0,,,,tony_bobbitt,2004,2004,Undrafted,Undrafted,Undrafted,2.5,0.0,1.5,0.0,
2586,Keith,Bogans,keith-bogans,USA,Kentucky/USA,77.0,215.0,10,4,Guard-Forward,Inactive,1610612753,Magic,ORL,Orlando,keith_bogans,2003,2013,2003,2,43,6.3,1.3,2.7,0.0,
203992,Bogdan,Bogdanovic,bogdan-bogdanovic,Serbia,Fenerbahce/Serbia,78.0,220.0,3,13,Guard,Active,1610612737,Hawks,ATL,Atlanta,bogdan_bogdanovic,2017,2020,2014,1,27,9.6,2.3,3.3,,0.08
202711,Bojan,Bogdanovic,bojan-bogdanovic,Croatia,Fenerbahce/Croatia,79.0,226.0,6,44,Forward,Active,1610612762,Jazz,UTA,Utah,bojan_bogdanovic,2014,2020,2011,2,31,14.9,1.9,3.9,,0.081
101106,Andrew,Bogut,andrew-bogut,Australia,Utah/Australia,84.0,260.0,14,12,Center,Inactive,1610612744,Warriors,GSW,Golden State,andrew_bogut,2005,2018,2005,1,1,9.6,2.2,8.7,0.0,
1564,Etdrick,Bohannon,etdrick-bohannon,USA,Auburn-Montgomery/USA,,,3,,Forward,Inactive,0,,,,etdrick_bohannon,1997,2000,Undrafted,Undrafted,Undrafted,1.4,0.2,1.7,0.0,
1629626,Bol,Bol,bol-bol,Sudan,Oregon/Sudan,86.0,220.0,1,10,Center-Forward,Active,1610612743,Nuggets,DEN,Denver,bol_bol,2019,2020,2019,2,44,2.0,0.3,0.7,,0.055
1628413,Jonah,Bolden,jonah-bolden,Australia,UCLA/Australia,80.0,225.0,1,,Forward,Inactive,0,,,,jonah_bolden,2018,2019,2017,2,36,4.3,0.8,3.4,0.0,
1627762,Joel,Bolomboy,joel-bolomboy,Ukraine,Weber State/Ukraine,81.0,235.0,1,,Forward-Center,Inactive,0,,,,joel_bolomboy,2016,2017,2016,2,52,1.7,0.1,1.5,0.0,
1603,Walter,Bond,walter-bond,USA,Minnesota/USA,77.0,200.0,2,20,Guard,Inactive,1610612762,Jazz,UTA,Utah,walter_bond,1992,1994,Undrafted,Undrafted,Undrafted,5.7,1.2,1.9,0.0,
1629648,Jordan,Bone,jordan-bone,USA,Tennessee/USA,74.0,180.0,1,,Guard,Inactive,0,,,,jordan_bone,2019,2020,2019,2,57,4.0,1.3,1.7,,0.067
1121,Dexter,Boney,dexter-boney,USA,UNLV/USA,76.0,185.0,0,,Guard,Inactive,0,,,,dexter_boney,1996,1996,Undrafted,Undrafted,Undrafted,2.4,0.0,0.8,0.0,
1629067,Isaac,Bonga,isaac-bonga,Germany,Skyliners Frankfurt/Germany,80.0,180.0,2,17,Guard,Active,1610612764,Wizards,WAS,Washington,isaac_bonga,2018,2020,2018,2,39,2.2,0.6,2.1,,0.032
2588,Matt,Bonner,matt-bonner,USA,Florida/USA,82.0,235.0,12,15,Center-Forward,Inactive,1610612759,Spurs,SAS,San Antonio,matt_bonner,2004,2015,2003,2,45,5.8,0.7,3.0,0.0,
1626164,Devin,Booker,devin-booker,USA,Kentucky/USA,77.0,206.0,5,1,Guard,Active,1610612756,Suns,PHX,Phoenix,devin_booker,2015,2020,2015,1,13,25.1,4.6,4.0,,0.126
511,Melvin,Booker,melvin-booker,USA,Missouri/USA,74.0,185.0,1,5,Guard,Inactive,1610612744,Warriors,GSW,Golden State,melvin_booker,1995,1996,Undrafted,Undrafted,Undrafted,5.2,2.3,1.2,0.0,
202344,Trevor,Booker,trevor-booker,USA,Clemson/USA,80.0,228.0,7,20,Forward,Inactive,1610612764,Wizards,WAS,Washington,trevor_booker,2010,2017,2010,1,23,6.9,1.1,5.5,0.0,
200767,Josh,Boone,josh-boone,USA,Connecticut/USA,82.0,240.0,4,2,Forward-Center,Inactive,1610612751,Nets,NJN,New Jersey,josh_boone,2006,2009,2006,1,23,5.2,0.5,4.9,0.0,
1916,Calvin,Booth,calvin-booth,USA,Penn State/USA,83.0,230.0,10,52,Center,Inactive,1610612760,SuperSonics,SEA,Seattle,calvin_booth,1999,2008,1999,2,35,3.3,0.4,2.8,0.0,
1522,Keith,Booth,keith-booth,USA,Maryland/USA,78.0,226.0,1,22,Forward,Inactive,1610612741,Bulls,CHI,Chicago,keith_booth,1997,1998,1997,1,28,2.9,0.9,2.2,0.0,
2430,Carlos,Boozer,carlos-boozer,USA,Duke/USA,81.0,258.0,12,5,Forward,Inactive,1610612762,Jazz,UTA,Utah,carlos_boozer,2002,2014,2002,2,34,16.2,2.2,9.5,1.0,
2414,Curtis,Borchardt,curtis-borchardt,USA,Stanford/USA,84.0,242.0,2,22,Center,Inactive,1610612762,Jazz,UTA,Utah,curtis_borchardt,2002,2004,2002,1,18,3.1,0.8,3.3,0.0,
76207,Jake,Bornheimer,jake-bornheimer,USA,Muhlenberg/USA,77.0,200.0,1,15,Forward,Inactive,1610612744,Warriors,PHW,Philadelphia,HISTADD_jake_bornheimer,1948,1949,Undrafted,Undrafted,Undrafted,4.6,0.7,,0.0,
1953,Lazaro,Borrell,lazaro-borrell,Cuba,Villa Clara/Cuba,80.0,220.0,0,11,Forward,Inactive,1610612760,SuperSonics,SEA,Seattle,lazaro_borrell,1999,1999,Undrafted,Undrafted,Undrafted,3.6,0.6,2.4,0.0,
76210,Vince,Boryla,vince-boryla,USA,Denver/USA,77.0,210.0,4,12,Forward,Inactive,1610612752,Knicks,NYK,New York,HISTADD_moose_boryla,1949,1953,Undrafted,Undrafted,Undrafted,11.2,2.1,3.7,1.0,
2547,Chris,Bosh,chris-bosh,USA,Georgia Tech/USA,83.0,235.0,13,1,Forward,Inactive,1610612748,Heat,MIA,Miami,chris_bosh,2003,2016,2003,1,4,19.2,2.0,8.5,9.0,
1628449,Chris,Boucher,chris-boucher,Saint Lucia,Oregon/Saint Lucia,81.0,200.0,3,25,Forward-Center,Active,1610612761,Raptors,TOR,Toronto,chris_boucher,2017,2020,Undrafted,Undrafted,Undrafted,13.8,1.0,6.4,,0.134
2257,Ruben,Boumtje-Boumtje,ruben-boumtje-boumtje,USA,Georgetown/USA,84.0,257.0,3,44,Center,Inactive,1610612757,Trail Blazers,POR,Portland,ruben_boumtje-boumtje,2001,2003,2001,2,49,1.0,0.1,1.3,0.0,
1898,Cal,Bowdler,cal-bowdler,USA,Old Dominion/USA,82.0,253.0,2,6,Forward,Inactive,1610612737,Hawks,ATL,Atlanta,cal_bowdler,1999,2001,1999,1,17,3.0,0.2,1.9,0.0,
1477,Bruce,Bowen,bruce-bowen,USA,California State-Fullerton/USA,79.0,200.0,13,12,Forward,Inactive,1610612759,Spurs,SAS,San Antonio,bruce_bowen,1996,2008,Undrafted,Undrafted,Undrafted,6.1,1.2,2.8,0.0,
1763,Ryan,Bowen,ryan-bowen,USA,Iowa/USA,81.0,218.0,9,,Forward,Inactive,0,,,,ryan_bowen,1999,2009,1998,2,55,2.6,0.5,2.1,0.0,
1628968,Brian,Bowen II,brian-bowen-ii,USA,Sydney Kings/USA,78.0,190.0,1,10,Forward-Guard,Active,1610612754,Pacers,IND,Indiana,brian_bowen_ii,2019,2020,Undrafted,Undrafted,Undrafted,1.5,0.0,0.5,,0.171
1085,Ira,Bowman,ira-bowman,USA,Pennsylvania/USA,,,2,,Forward,Inactive,0,,,,ira_bowman,1999,2001,Undrafted,Undrafted,Undrafted,0.9,0.5,0.3,0.0,
1629065,Ky,Bowman,ky-bowman,USA,Boston College/USA,73.0,187.0,1,12,Guard,Inactive,1610612744,Warriors,GSW,Golden State,ky_bowman,2019,2019,Undrafted,Undrafted,Undrafted,7.4,2.9,2.7,0.0,
671,Donnie,Boyce,donnie-boyce,USA,Colorado/USA,77.0,196.0,1,,Guard,Inactive,0,,,,donnie_boyce,1995,1996,1995,2,42,2.6,0.5,0.8,0.0,
